Date,vix_close
2023-02-10,12.745
2023-02-13,13.68
2023-02-14,13.4525
2023-02-15,12.86
2023-02-16,12.89
2023-02-17,13.085
2023-02-20,13.3825
2023-02-21,14.0075
2023-02-22,15.5875
2023-02-23,15.075
2023-02-24,14.185
2023-02-27,13.875
2023-02-28,14.02
2023-03-01,12.995
2023-03-02,12.97
2023-03-03,12.18
2023-03-06,12.2675
2023-03-08,12.45
2023-03-09,12.725
2023-03-10,13.4125
2023-03-13,16.215
2023-03-14,16.2175
2023-03-15,16.295
2023-03-16,16.2175
2023-03-17,14.7675
2023-03-20,16.0075
2023-03-21,15.0825
2023-03-22,14.8075
2023-03-23,14.49
2023-03-24,15.24
2023-03-27,15.445
2023-03-28,15.1
2023-03-29,13.6275
2023-03-31,12.935
2023-04-03,12.585
2023-04-05,12.4125
2023-04-06,11.7975
2023-04-10,12.2725
2023-04-11,11.975
2023-04-12,12.2725
2023-04-13,11.9075
2023-04-17,12.265
2023-04-18,12.075
2023-04-19,12.1525
2023-04-20,11.94
2023-04-21,11.63
2023-04-24,11.6675
2023-04-25,11.52
2023-04-26,11.6525
2023-04-27,11.425
2023-04-28,10.9475
2023-05-02,11.8975
2023-05-03,11.84
2023-05-04,11.7325
2023-05-05,12.295
2023-05-08,12.635
2023-05-09,12.6775
2023-05-10,13.0825
2023-05-11,13.215
2023-05-12,12.8525
2023-05-15,13.1725
2023-05-16,13.2925
2023-05-17,13.105
2023-05-18,12.795
2023-05-19,12.3025
2023-05-22,12.57
2023-05-23,12.605
2023-05-24,13.1125
2023-05-25,12.52
2023-05-26,11.9
2023-05-29,12.2975
2023-05-30,12.01
2023-05-31,11.9725
2023-06-01,11.5975
2023-06-02,11.125
2023-06-05,11.1375
2023-06-06,11.38
2023-06-07,11.4425
2023-06-08,11.2575
2023-06-09,11.12
2023-06-12,11.245
2023-06-13,11.11
2023-06-14,11.1625
2023-06-15,11.08
2023-06-16,10.84
2023-06-19,11.225
2023-06-20,11.1325
2023-06-21,11.2925
2023-06-22,11.5475
2023-06-23,11.235
2023-06-26,11.395
2023-06-27,10.7775
2023-06-28,10.8875
2023-06-30,10.8
2023-07-03,11.54
2023-07-04,11.7
2023-07-05,11.8825
2023-07-06,11.84
2023-07-07,11.5325
2023-07-10,11.4625
2023-07-11,11.0125
2023-07-12,10.935
2023-07-13,10.9375
2023-07-14,10.6825
2023-07-17,11.315
2023-07-18,11.71
2023-07-19,11.6
2023-07-20,11.785
2023-07-21,11.485
2023-07-24,11.6525
2023-07-25,10.2425
2023-07-26,10.4575
2023-07-27,10.5125
2023-07-28,10.135
2023-07-31,10.4125
2023-08-01,10.2825
2023-08-02,11.2775
2023-08-03,11.185
2023-08-04,10.5725
2023-08-07,11.1025
2023-08-08,11.325
2023-08-09,11.14
2023-08-10,11.4
