,fii_buy,fii_sell,fii_net,status
2025-12-25,10621.15,14160.11,-3538.96,ok
2025-12-26,10621.15,14160.11,-3538.96,ok
2025-12-29,10621.15,14160.11,-3538.96,ok
2025-12-30,10621.15,14160.11,-3538.96,ok
2025-12-31,10621.15,14160.11,-3538.96,ok
2026-01-01,5529.85,10117.81,-4587.96,ok
2026-01-02,5529.85,10117.81,-4587.96,ok
2026-01-05,5529.85,10117.81,-4587.96,ok
2026-01-06,5529.85,10117.81,-4587.96,ok
2026-01-07,5529.85,10117.81,-4587.96,ok
2026-01-08,5529.85,10117.81,-4587.96,ok
2026-01-09,5529.85,10117.81,-4587.96,ok
2026-01-12,5529.85,10117.81,-4587.96,ok
2026-01-13,5529.85,10117.81,-4587.96,ok
2026-01-14,5529.85,10117.81,-4587.96,ok
2026-01-15,5529.85,10117.81,-4587.96,ok
2026-01-16,5529.85,10117.81,-4587.96,ok
2026-01-19,5529.85,10117.81,-4587.96,ok
2026-01-20,5529.85,10117.81,-4587.96,ok
2026-01-21,5529.85,10117.81,-4587.96,ok
2026-01-22,5529.85,10117.81,-4587.96,ok
2026-01-23,5529.85,10117.81,-4587.96,ok
2026-01-26,5529.85,10117.81,-4587.96,ok
2026-01-27,5529.85,10117.81,-4587.96,ok
2026-01-28,5529.85,10117.81,-4587.96,ok
2026-01-29,5529.85,10117.81,-4587.96,ok
2026-01-30,5529.85,10117.81,-4587.96,ok
2026-02-02,32427.99,30571.65,1856.34,ok
2026-02-03,32427.99,30571.65,1856.34,ok
2026-02-04,32427.99,30571.65,1856.34,ok
2026-02-05,32427.99,30571.65,1856.34,ok
2026-02-06,32427.99,30571.65,1856.34,ok
2026-02-09,32427.99,30571.65,1856.34,ok
2026-02-10,32427.99,30571.65,1856.34,ok
2026-02-11,32427.99,30571.65,1856.34,ok
2026-02-12,32427.99,30571.65,1856.34,ok
2026-02-13,32427.99,30571.65,1856.34,ok
2026-02-16,32427.99,30571.65,1856.34,ok
2026-02-17,32427.99,30571.65,1856.34,ok
2026-02-18,32427.99,30571.65,1856.34,ok
2026-02-19,32427.99,30571.65,1856.34,ok
2026-02-20,32427.99,30571.65,1856.34,ok
2026-02-23,32427.99,30571.65,1856.34,ok
2026-02-24,32427.99,30571.65,1856.34,ok
2026-02-25,32427.99,30571.65,1856.34,ok
2026-02-26,32427.99,30571.65,1856.34,ok
2026-02-27,32427.99,30571.65,1856.34,ok
2026-03-02,38228.4,45060.35,-6831.95,ok
2026-03-03,38228.4,45060.35,-6831.95,ok
2026-03-04,38228.4,45060.35,-6831.95,ok
2026-03-05,38228.4,45060.35,-6831.95,ok
2026-03-06,38228.4,45060.35,-6831.95,ok
2026-03-09,38228.4,45060.35,-6831.95,ok
2026-03-10,38228.4,45060.35,-6831.95,ok
2026-03-11,38228.4,45060.35,-6831.95,ok
2026-03-12,38228.4,45060.35,-6831.95,ok
2026-03-13,38228.4,45060.35,-6831.95,ok
2026-03-16,38228.4,45060.35,-6831.95,ok
2026-03-17,38228.4,45060.35,-6831.95,ok
2026-03-18,38228.4,45060.35,-6831.95,ok
2026-03-19,38228.4,45060.35,-6831.95,ok
2026-03-20,38228.4,45060.35,-6831.95,ok
2026-03-23,38228.4,45060.35,-6831.95,ok
2026-03-24,38228.4,45060.35,-6831.95,ok
2026-03-25,38228.4,45060.35,-6831.95,ok
2026-03-26,38228.4,45060.35,-6831.95,ok
2026-03-27,38228.4,45060.35,-6831.95,ok
2026-03-30,38228.4,45060.35,-6831.95,ok
2026-03-31,38228.4,45060.35,-6831.95,ok
2026-04-01,0.0,0.0,0.0,ok
2026-04-02,40564.17,60953.73,-20389.56,ok
2026-04-03,40564.17,60953.73,-20389.56,ok
2026-04-06,40564.17,60953.73,-20389.56,ok
2026-04-07,40564.17,60953.73,-20389.56,ok
2026-04-08,40564.17,60953.73,-20389.56,ok
2026-04-09,40564.17,60953.73,-20389.56,ok
2026-04-10,40564.17,60953.73,-20389.56,ok
2026-04-13,40564.17,60953.73,-20389.56,ok
2026-04-14,40564.17,60953.73,-20389.56,ok
2026-04-15,40564.17,60953.73,-20389.56,ok
2026-04-16,40564.17,60953.73,-20389.56,ok
2026-04-17,40564.17,60953.73,-20389.56,ok
2026-04-20,40564.17,60953.73,-20389.56,ok
2026-04-21,40564.17,60953.73,-20389.56,ok
2026-04-22,40564.17,60953.73,-20389.56,ok
2026-04-23,40564.17,60953.73,-20389.56,ok
2026-04-24,40564.17,60953.73,-20389.56,ok
2026-04-27,40564.17,60953.73,-20389.56,ok
2026-04-28,40564.17,60953.73,-20389.56,ok
2026-04-29,40564.17,60953.73,-20389.56,ok
2026-04-30,40564.17,60953.73,-20389.56,ok
2026-05-01,,,,holiday
2026-05-04,15512.66,23548.35,-8035.69,ok
2026-05-05,15512.66,23548.35,-8035.69,ok
2026-05-06,15512.66,23548.35,-8035.69,ok
2026-05-07,15512.66,23548.35,-8035.69,ok
2026-05-08,15512.66,23548.35,-8035.69,ok
2026-05-11,15512.66,23548.35,-8035.69,ok
2026-05-12,15512.66,23548.35,-8035.69,ok
2026-05-13,15512.66,23548.35,-8035.69,ok
2026-05-14,15512.66,23548.35,-8035.69,ok
2026-05-15,15512.66,23548.35,-8035.69,ok
2026-05-18,15512.66,23548.35,-8035.69,ok
2026-05-19,15512.66,23548.35,-8035.69,ok
2026-05-20,15512.66,23548.35,-8035.69,ok
2026-05-21,15512.66,23548.35,-8035.69,ok
2026-05-22,15512.66,23548.35,-8035.69,ok
2026-05-25,15512.66,23548.35,-8035.69,ok
2026-05-26,15512.66,23548.35,-8035.69,ok
2026-05-27,15512.66,23548.35,-8035.69,ok
2026-05-28,15512.66,23548.35,-8035.69,ok
2026-05-29,15512.66,23548.35,-8035.69,ok
2026-06-01,93095.23,115196.98,-22101.75,ok
2026-06-02,93095.23,115196.98,-22101.75,ok
2026-06-03,93095.23,115196.98,-22101.75,ok
2026-06-04,93095.23,115196.98,-22101.75,ok
2026-06-05,93095.23,115196.98,-22101.75,ok
