Date,mkt_return,india_vix,momentum_sharpe,regime_int,regime_name
2020-07-09,0.0097518309173601,0.249125,0.3952957084557103,2,Bear
2020-07-10,-0.0044652860987741,0.24942499999999998,0.33639396307079095,2,Bear
2020-07-13,0.0029547863161577,0.252525,0.47557430079572477,2,Bear
2020-07-14,-0.0185069372428259,0.266375,0.2904106434223252,2,Bear
2020-07-15,0.0007644715787832,0.26289999999999997,0.3134894765138003,2,Bear
2020-07-16,0.0111429869368867,0.253625,0.28505460364659213,2,Bear
2020-07-17,0.0146903700226804,0.24157499999999998,0.28481472977533984,2,Bear
2020-07-20,0.0107347437429038,0.24712499999999998,0.30332677103868627,2,Bear
2020-07-21,0.0123681744838414,0.244275,0.29423965304913957,2,Bear
2020-07-22,-0.0029177802499041,0.24885000000000002,0.39843149338249423,2,Bear
2020-07-23,0.0071566671133887,0.2464,0.45131861469132123,2,Bear
2020-07-24,-0.0021588906119551,0.24535,0.38883966054527463,2,Bear
2020-07-27,-0.0058434320852217,0.250175,0.398918539872623,2,Bear
2020-07-28,0.0147875835755137,0.236425,0.474837165686195,2,Bear
2020-07-29,-0.0089411409768231,0.241125,0.3502798514432245,2,Bear
2020-07-30,-0.0092872934153882,0.247275,0.23631387895476996,2,Bear
2020-07-31,-0.0028463860271025,0.241925,0.1948546325185643,2,Bear
2020-08-03,-0.0168164913580578,0.25184999999999996,0.03296830540526878,2,Bear
2020-08-04,0.0182673382240198,0.23815,0.10059249393374094,2,Bear
2020-08-05,0.00031875579502,0.235675,0.14696101443707166,2,Bear
2020-08-06,0.0085754883313041,0.23149999999999998,0.14201073314671842,1,Bull
2020-08-07,0.000982296533888,0.225775,0.1692947231391558,1,Bull
2020-08-10,0.0047322967999145,0.22510000000000002,0.17748198409226745,1,Bull
2020-08-11,0.0043762876453471,0.21359999999999998,0.32215349022073525,1,Bull
2020-08-12,-0.0015039860204111,0.20845,0.3085889013780035,1,Bull
2020-08-13,-0.0009612182258606,0.205675,0.24854229262060595,1,Bull
2020-08-14,-0.0111171219970437,0.216725,0.10848265831690816,1,Bull
2020-08-17,0.0058689666744109,0.21307500000000001,0.08388289648597352,1,Bull
2020-08-18,0.0119591875193743,0.2043,0.08185264510485595,1,Bull
2020-08-19,0.0017646169646479,0.199575,0.1085261804487575,1,Bull
2020-08-20,-0.00872609031587,0.206175,0.01900841571850425,1,Bull
