year,RELIANCE,HDFCBANK,ICICIBANK,INFY,TCS,AXISBANK,BAJFINANCE,DRREDDY,HINDUNILVR,ITC,MARUTI,ONGC,SUNPHARMA,WIPRO
2021,0.011507364362902053,0.050387562734855854,0.06954957705662251,-0.016232197808893525,0.04941813085708581,0.025891691802608773,-0.07603326504405741,0.026663164870970358,0.04893492375592659,0.14462052835001785,0.10777051706310577,-0.06177403764122027,0.08043842127200071,0.03077294672147878
2022,0.03947416252621794,0.15011137016766404,0.06613207480436252,0.05990283652382457,-0.015554052794150407,0.0898996252858467,0.01951228617172559,0.07915694965639421,-0.03289678697938093,-0.01353859620289429,-0.009330856588527317,-0.03181072551186198,0.11536371797931456,-0.06323855047198328
2023,0.09223998630748918,0.07910284145819971,-0.026058602518599608,0.06569258137425481,0.04397009746820558,-0.01872502480338221,0.13474240341530247,-0.14113633129203532,-0.003665593161249134,0.008440769114401288,-0.06455956344736724,-0.048252757185741256,-0.011686796070243654,0.04144070789779324
2024,0.0016318878716992395,-0.051107250690831905,0.12072523862991565,-0.03069077623968627,0.06109240768693081,0.06739301220653618,-0.057976639321515096,0.05628602476285424,0.0697225617867222,0.07943683453096581,-0.001437020539470959,0.09396947251228278,0.025197982638746494,-0.037920238807471
