portfolio_value,cash,equity,total_pnl_usd,total_pnl_pct,n_positions,positions
100219.95,96984.06,100219.95,219.9499999999971,0.2199499999999971,1,"[{'symbol': 'XLV', 'qty': 21, 'avg_entry': 153.88381, 'cost_basis': 3231.56001, 'mkt_val': 3235.89, 'unrealized_pl': 4.32999, 'unrealized_pct': 0.134, 'weight_pct': 3.2287882801777488}]"
