date,stock_a,stock_b,spread,z_score,beta_b,alpha_a,alpha_b,size_a_pct,size_b_pct,signal,pos_a,pos_b
2019-01-02,BAJFINANCE,HDFCBANK,386.14928435135914,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-01-03,BAJFINANCE,HDFCBANK,382.8433215038418,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-01-04,BAJFINANCE,HDFCBANK,383.22511559051054,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-01-07,BAJFINANCE,HDFCBANK,382.81272109959946,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-01-08,BAJFINANCE,HDFCBANK,379.8036705073551,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-01-09,BAJFINANCE,HDFCBANK,381.19135509968953,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-01-10,BAJFINANCE,HDFCBANK,379.7041171871287,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-01-11,BAJFINANCE,HDFCBANK,380.1468697520213,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-01-14,BAJFINANCE,HDFCBANK,379.91285225150386,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-01-15,BAJFINANCE,HDFCBANK,384.88622197684003,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-01-16,BAJFINANCE,HDFCBANK,383.36353930145475,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-01-17,BAJFINANCE,HDFCBANK,383.7216183007863,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-01-18,BAJFINANCE,HDFCBANK,383.70787766017526,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-01-21,BAJFINANCE,HDFCBANK,388.05870142973134,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-01-22,BAJFINANCE,HDFCBANK,387.4383859009152,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-01-23,BAJFINANCE,HDFCBANK,383.79036178998376,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-01-24,BAJFINANCE,HDFCBANK,383.41342182926087,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-01-25,BAJFINANCE,HDFCBANK,381.2097219918885,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-01-28,BAJFINANCE,HDFCBANK,374.2987669203779,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-01-29,BAJFINANCE,HDFCBANK,372.8566375989293,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-01-30,BAJFINANCE,HDFCBANK,372.7698820687923,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-01-31,BAJFINANCE,HDFCBANK,378.11017319871036,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-02-01,BAJFINANCE,HDFCBANK,381.5452347041597,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-02-04,BAJFINANCE,HDFCBANK,382.2209830821871,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-02-05,BAJFINANCE,HDFCBANK,383.8024189147077,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-02-06,BAJFINANCE,HDFCBANK,389.01681559464237,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-02-07,BAJFINANCE,HDFCBANK,387.73540151884447,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-02-08,BAJFINANCE,HDFCBANK,388.86248764822716,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-02-11,BAJFINANCE,HDFCBANK,389.2808227195494,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-02-12,BAJFINANCE,HDFCBANK,386.6031770280389,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-02-14,BAJFINANCE,HDFCBANK,383.4927112185459,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-02-15,BAJFINANCE,HDFCBANK,380.39112406067585,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-02-18,BAJFINANCE,HDFCBANK,378.4993259177612,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-02-19,BAJFINANCE,HDFCBANK,378.0980194748264,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-02-20,BAJFINANCE,HDFCBANK,383.1278094070954,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-02-21,BAJFINANCE,HDFCBANK,385.97582936226263,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-02-22,BAJFINANCE,HDFCBANK,382.1321528514919,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-02-25,BAJFINANCE,HDFCBANK,387.3749872358079,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-02-26,BAJFINANCE,HDFCBANK,385.3809054543777,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-02-27,BAJFINANCE,HDFCBANK,382.30048816123264,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-02-28,BAJFINANCE,HDFCBANK,380.5766225239639,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-03-01,BAJFINANCE,HDFCBANK,381.8029961118717,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-03-05,BAJFINANCE,HDFCBANK,386.3086171276009,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-03-06,BAJFINANCE,HDFCBANK,388.6164093685501,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-03-07,BAJFINANCE,HDFCBANK,390.4237372663167,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-03-08,BAJFINANCE,HDFCBANK,391.91445452205863,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-03-11,BAJFINANCE,HDFCBANK,392.80453498156703,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-03-12,BAJFINANCE,HDFCBANK,397.12672944114354,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-03-13,BAJFINANCE,HDFCBANK,407.4634887484938,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-03-14,BAJFINANCE,HDFCBANK,406.4654818632667,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-03-15,BAJFINANCE,HDFCBANK,412.266328983498,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-03-18,BAJFINANCE,HDFCBANK,415.9982068146339,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-03-19,BAJFINANCE,HDFCBANK,416.52442068951757,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-03-20,BAJFINANCE,HDFCBANK,418.7807349043638,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-03-22,BAJFINANCE,HDFCBANK,414.48894418036633,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-03-25,BAJFINANCE,HDFCBANK,415.6801561662221,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-03-26,BAJFINANCE,HDFCBANK,422.92514549629186,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-03-27,BAJFINANCE,HDFCBANK,421.72656064419476,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-03-28,BAJFINANCE,HDFCBANK,424.08399502755066,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-04-01,BAJFINANCE,HDFCBANK,425.51150061818345,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-04-02,BAJFINANCE,HDFCBANK,425.24302013406975,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-04-03,BAJFINANCE,HDFCBANK,424.61283772834173,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-04-04,BAJFINANCE,HDFCBANK,423.1765762435738,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-04-05,BAJFINANCE,HDFCBANK,428.9170598114939,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-04-08,BAJFINANCE,HDFCBANK,423.3357103854864,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-04-09,BAJFINANCE,HDFCBANK,422.4653465688622,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-04-10,BAJFINANCE,HDFCBANK,415.32960327765187,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-04-11,BAJFINANCE,HDFCBANK,419.9169330577362,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-04-12,BAJFINANCE,HDFCBANK,419.4949063799671,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-04-15,BAJFINANCE,HDFCBANK,423.1848923489776,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-04-16,BAJFINANCE,HDFCBANK,425.76764360108,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-04-18,BAJFINANCE,HDFCBANK,423.54699261733515,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-04-22,BAJFINANCE,HDFCBANK,419.3007042718964,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-04-23,BAJFINANCE,HDFCBANK,417.78578195569366,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-04-24,BAJFINANCE,HDFCBANK,424.62619274628577,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-04-25,BAJFINANCE,HDFCBANK,421.96904281769577,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-04-26,BAJFINANCE,HDFCBANK,424.93146738918034,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-04-30,BAJFINANCE,HDFCBANK,429.8321482912314,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-05-02,BAJFINANCE,HDFCBANK,436.3643137509383,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-05-03,BAJFINANCE,HDFCBANK,437.2579088867873,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-05-06,BAJFINANCE,HDFCBANK,428.9988112460304,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-05-07,BAJFINANCE,HDFCBANK,427.52500421334787,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-05-08,BAJFINANCE,HDFCBANK,421.87959154595114,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-05-09,BAJFINANCE,HDFCBANK,421.55299551649426,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-05-10,BAJFINANCE,HDFCBANK,420.4846437353927,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-05-13,BAJFINANCE,HDFCBANK,419.56604548419625,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-05-14,BAJFINANCE,HDFCBANK,417.77884155620325,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-05-15,BAJFINANCE,HDFCBANK,422.167064994982,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-05-16,BAJFINANCE,HDFCBANK,429.44351115415645,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-05-17,BAJFINANCE,HDFCBANK,443.5901714541875,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-05-20,BAJFINANCE,HDFCBANK,457.0941072019621,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-05-21,BAJFINANCE,HDFCBANK,454.1900219690164,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-05-22,BAJFINANCE,HDFCBANK,455.05436793949553,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-05-23,BAJFINANCE,HDFCBANK,442.4193203597162,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-05-24,BAJFINANCE,HDFCBANK,451.3891845183024,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-05-27,BAJFINANCE,HDFCBANK,455.4096111953768,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-05-28,BAJFINANCE,HDFCBANK,454.99547454025947,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-05-29,BAJFINANCE,HDFCBANK,455.0693779377103,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-05-30,BAJFINANCE,HDFCBANK,460.85657350962543,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-05-31,BAJFINANCE,HDFCBANK,458.3891688907072,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-06-03,BAJFINANCE,HDFCBANK,464.33577613461387,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-06-04,BAJFINANCE,HDFCBANK,464.4433833686768,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-06-06,BAJFINANCE,HDFCBANK,457.5861759449659,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-06-07,BAJFINANCE,HDFCBANK,462.99790679965656,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-06-10,BAJFINANCE,HDFCBANK,462.37280901191406,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-06-11,BAJFINANCE,HDFCBANK,464.6952211710593,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-06-12,BAJFINANCE,HDFCBANK,460.0774937336197,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-06-13,BAJFINANCE,HDFCBANK,463.9183587706442,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-06-14,BAJFINANCE,HDFCBANK,461.6382119614395,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-06-17,BAJFINANCE,HDFCBANK,457.91368069248523,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-06-18,BAJFINANCE,HDFCBANK,458.88239614584353,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-06-19,BAJFINANCE,HDFCBANK,460.99282955369154,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-06-20,BAJFINANCE,HDFCBANK,464.90855346504156,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-06-21,BAJFINANCE,HDFCBANK,462.62716561233975,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-06-24,BAJFINANCE,HDFCBANK,462.3657019611944,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-06-25,BAJFINANCE,HDFCBANK,465.1266082451506,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-06-26,BAJFINANCE,HDFCBANK,472.269575214617,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-06-27,BAJFINANCE,HDFCBANK,472.04410617614695,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-06-28,BAJFINANCE,HDFCBANK,470.98481059730267,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-07-01,BAJFINANCE,HDFCBANK,477.3447879605624,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-07-02,BAJFINANCE,HDFCBANK,479.0856972999371,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-07-03,BAJFINANCE,HDFCBANK,478.51971661270863,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-07-04,BAJFINANCE,HDFCBANK,478.36758143583126,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-07-05,BAJFINANCE,HDFCBANK,476.3143166981997,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-07-08,BAJFINANCE,HDFCBANK,456.25966254111717,,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-07-09,BAJFINANCE,HDFCBANK,459.26116894396455,1.21938784603169,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-07-10,BAJFINANCE,HDFCBANK,454.0161735033539,1.0508636177259152,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-07-11,BAJFINANCE,HDFCBANK,457.5748902705657,1.1486120366126888,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-07-12,BAJFINANCE,HDFCBANK,452.9992662297717,1.0016645199939629,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-07-15,BAJFINANCE,HDFCBANK,454.41948797809994,1.0364590939866414,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-07-16,BAJFINANCE,HDFCBANK,455.3165271463698,1.0550965180252017,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-07-17,BAJFINANCE,HDFCBANK,456.7172543037751,1.08850829182223,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-07-18,BAJFINANCE,HDFCBANK,458.84692402736636,1.1430840236771862,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-07-19,BAJFINANCE,HDFCBANK,448.4654767338437,0.8232223083840902,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-07-22,BAJFINANCE,HDFCBANK,434.91607338535204,0.410262633719123,-2.9041,-0.0111,0.0013,0.8952,0.1048,EXIT,0,0
2019-07-23,BAJFINANCE,HDFCBANK,431.4673495661185,0.30405732753052445,-2.9041,-0.0111,0.0013,0.8952,0.1048,EXIT,0,0
2019-07-24,BAJFINANCE,HDFCBANK,429.9375981844115,0.2563357435290834,-2.9041,-0.0111,0.0013,0.8952,0.1048,EXIT,0,0
2019-07-25,BAJFINANCE,HDFCBANK,425.8478125120798,0.1305045597352692,-2.9041,-0.0111,0.0013,0.8952,0.1048,EXIT,0,0
2019-07-26,BAJFINANCE,HDFCBANK,432.8808593741752,0.34545206305228765,-2.9041,-0.0111,0.0013,0.8952,0.1048,EXIT,0,0
2019-07-29,BAJFINANCE,HDFCBANK,427.94117609004985,0.19230726562683648,-2.9041,-0.0111,0.0013,0.8952,0.1048,EXIT,0,0
2019-07-30,BAJFINANCE,HDFCBANK,428.9208331129375,0.22181918754399454,-2.9041,-0.0111,0.0013,0.8952,0.1048,EXIT,0,0
2019-07-31,BAJFINANCE,HDFCBANK,428.91839951819645,0.2209284410650156,-2.9041,-0.0111,0.0013,0.8952,0.1048,EXIT,0,0
2019-08-01,BAJFINANCE,HDFCBANK,424.4011361299766,0.07981142584848482,-2.9041,-0.0111,0.0013,0.8952,0.1048,EXIT,0,0
2019-08-02,BAJFINANCE,HDFCBANK,423.98121273415717,0.06644193094858163,-2.9041,-0.0111,0.0013,0.8952,0.1048,EXIT,0,0
2019-08-05,BAJFINANCE,HDFCBANK,416.2604499357638,-0.17534109427872163,-2.9041,-0.0111,0.0013,0.8952,0.1048,EXIT,0,0
2019-08-06,BAJFINANCE,HDFCBANK,421.83384615479315,0.00023551937924563268,-2.9041,-0.0111,0.0013,0.8952,0.1048,EXIT,0,0
2019-08-07,BAJFINANCE,HDFCBANK,420.8952551707697,-0.029335496763455402,-2.9041,-0.0111,0.0013,0.8952,0.1048,EXIT,0,0
2019-08-08,BAJFINANCE,HDFCBANK,430.19406882047247,0.26467298687272417,-2.9041,-0.0111,0.0013,0.8952,0.1048,EXIT,0,0
2019-08-09,BAJFINANCE,HDFCBANK,440.0590578825985,0.5760089476449782,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-08-13,BAJFINANCE,HDFCBANK,424.1940099556584,0.06978364961990574,-2.9041,-0.0111,0.0013,0.8952,0.1048,EXIT,0,0
2019-08-14,BAJFINANCE,HDFCBANK,428.0023743493709,0.1909985690995688,-2.9041,-0.0111,0.0013,0.8952,0.1048,EXIT,0,0
2019-08-16,BAJFINANCE,HDFCBANK,429.5452914805225,0.23969890788169407,-2.9041,-0.0111,0.0013,0.8952,0.1048,EXIT,0,0
2019-08-19,BAJFINANCE,HDFCBANK,426.3577119591706,0.1365904840164329,-2.9041,-0.0111,0.0013,0.8952,0.1048,EXIT,0,0
2019-08-20,BAJFINANCE,HDFCBANK,426.9522774841894,0.15528460062834273,-2.9041,-0.0111,0.0013,0.8952,0.1048,EXIT,0,0
2019-08-21,BAJFINANCE,HDFCBANK,426.4369760915644,0.13812893952393848,-2.9041,-0.0111,0.0013,0.8952,0.1048,EXIT,0,0
2019-08-22,BAJFINANCE,HDFCBANK,413.8258023189569,-0.2710065708705585,-2.9041,-0.0111,0.0013,0.8952,0.1048,EXIT,0,0
2019-08-23,BAJFINANCE,HDFCBANK,414.54325273316306,-0.2467745293481542,-2.9041,-0.0111,0.0013,0.8952,0.1048,EXIT,0,0
2019-08-26,BAJFINANCE,HDFCBANK,432.93583231701245,0.3536320465525817,-2.9041,-0.0111,0.0013,0.8952,0.1048,EXIT,0,0
2019-08-27,BAJFINANCE,HDFCBANK,434.71698362079775,0.41055070931581317,-2.9041,-0.0111,0.0013,0.8952,0.1048,EXIT,0,0
2019-08-28,BAJFINANCE,HDFCBANK,431.83571194437855,0.31470314538359295,-2.9041,-0.0111,0.0013,0.8952,0.1048,EXIT,0,0
2019-08-29,BAJFINANCE,HDFCBANK,428.0140238737038,0.18804390424602827,-2.9041,-0.0111,0.0013,0.8952,0.1048,EXIT,0,0
2019-08-30,BAJFINANCE,HDFCBANK,429.40217495772464,0.2332111808415657,-2.9041,-0.0111,0.0013,0.8952,0.1048,EXIT,0,0
2019-09-03,BAJFINANCE,HDFCBANK,424.29430215758566,0.06352821521901834,-2.9041,-0.0111,0.0013,0.8952,0.1048,EXIT,0,0
2019-09-04,BAJFINANCE,HDFCBANK,429.00049815918277,0.2194690024336705,-2.9041,-0.0111,0.0013,0.8952,0.1048,EXIT,0,0
2019-09-05,BAJFINANCE,HDFCBANK,428.88318817877314,0.21487236799613005,-2.9041,-0.0111,0.0013,0.8952,0.1048,EXIT,0,0
2019-09-06,BAJFINANCE,HDFCBANK,433.3764645301634,0.3640612748367835,-2.9041,-0.0111,0.0013,0.8952,0.1048,EXIT,0,0
2019-09-09,BAJFINANCE,HDFCBANK,436.30723286166307,0.4607650572329691,-2.9041,-0.0111,0.0013,0.8952,0.1048,EXIT,0,0
2019-09-11,BAJFINANCE,HDFCBANK,435.74909196952706,0.44041801100069655,-2.9041,-0.0111,0.0013,0.8952,0.1048,EXIT,0,0
2019-09-12,BAJFINANCE,HDFCBANK,437.1306253972956,0.48523882976827565,-2.9041,-0.0111,0.0013,0.8952,0.1048,EXIT,0,0
2019-09-13,BAJFINANCE,HDFCBANK,437.0003902573085,0.4791005748224865,-2.9041,-0.0111,0.0013,0.8952,0.1048,EXIT,0,0
2019-09-16,BAJFINANCE,HDFCBANK,434.86665943899146,0.40542143160023125,-2.9041,-0.0111,0.0013,0.8952,0.1048,EXIT,0,0
2019-09-17,BAJFINANCE,HDFCBANK,428.49262010702296,0.18834945229845562,-2.9041,-0.0111,0.0013,0.8952,0.1048,EXIT,0,0
2019-09-18,BAJFINANCE,HDFCBANK,426.98871092681054,0.13671978472449905,-2.9041,-0.0111,0.0013,0.8952,0.1048,EXIT,0,0
2019-09-19,BAJFINANCE,HDFCBANK,426.9920385141436,0.13643458722530907,-2.9041,-0.0111,0.0013,0.8952,0.1048,EXIT,0,0
2019-09-20,BAJFINANCE,HDFCBANK,466.6892416078207,1.4826100145212302,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-09-23,BAJFINANCE,HDFCBANK,494.5327981100617,2.386217235830788,-2.9041,-0.0111,0.0013,0.8952,0.1048,SHORT_A,-1,1
2019-09-24,BAJFINANCE,HDFCBANK,491.2544001178625,2.2367546614648885,-2.9041,-0.0111,0.0013,0.8952,0.1048,SHORT_A,-1,1
2019-09-25,BAJFINANCE,HDFCBANK,486.246515278381,2.0397531505358173,-2.9041,-0.0111,0.0013,0.8952,0.1048,SHORT_A,-1,1
2019-09-26,BAJFINANCE,HDFCBANK,489.6455646990492,2.118484231850501,-2.9041,-0.0111,0.0013,0.8952,0.1048,SHORT_A,-1,1
2019-09-27,BAJFINANCE,HDFCBANK,492.2431260209283,2.1679963500320074,-2.9041,-0.0111,0.0013,0.8952,0.1048,SHORT_A,-1,1
2019-09-30,BAJFINANCE,HDFCBANK,487.24790475628777,1.9790873031807135,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-10-01,BAJFINANCE,HDFCBANK,491.0466766287438,2.0699662184936702,-2.9041,-0.0111,0.0013,0.8952,0.1048,SHORT_A,-1,1
2019-10-03,BAJFINANCE,HDFCBANK,482.93249162621,1.7913659823117905,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-10-04,BAJFINANCE,HDFCBANK,471.59663965224536,1.421898971883175,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-10-07,BAJFINANCE,HDFCBANK,470.7181933255421,1.3832237263627705,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-10-09,BAJFINANCE,HDFCBANK,486.6036715846683,1.8589480292646825,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-10-10,BAJFINANCE,HDFCBANK,476.25002657137657,1.52253443545627,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-10-11,BAJFINANCE,HDFCBANK,476.68907968155145,1.5225232921485434,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-10-14,BAJFINANCE,HDFCBANK,474.82637665107245,1.4527569718429885,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-10-15,BAJFINANCE,HDFCBANK,479.76661381353216,1.5901565114433367,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-10-16,BAJFINANCE,HDFCBANK,484.3984895517469,1.7144592859530974,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-10-17,BAJFINANCE,HDFCBANK,487.5070503755826,1.7895040742057782,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
2019-10-18,BAJFINANCE,HDFCBANK,491.1243306031945,1.8769626149239622,-2.9041,-0.0111,0.0013,0.8952,0.1048,FLAT,0,0
